partner_name,url_slug,full_url,date_scraped,partner_website,portal_detected,portal_type,portal_url,owner_portal_type,owner_portal_url,detection_method,date_portal_detected
Door To Door Realty and Property Management,door-to-door,https://www.secondnature.com/property-management/door-to-door,2026-03-13,http://doortodoorpropertymanagement.com/,true,Buildium,https://signin.managebuilding.com/Resident/portal/global-login,,,resident portal login (link),
Doorbia Property Management,doorbia,https://www.secondnature.com/property-management/doorbia,2026-03-13,http://doorbiarentals.com/,true,Propertyware,https://app.propertyware.com/pw/portals/doorbiarentalhomes/tenant.action,,,tenant login (link),
Dream Big Property Management,dream-big,https://www.secondnature.com/property-management/dream-big,2026-03-13,http://dreambigpm.com/,true,Rentvine,https://dreambigpm.com/residents/pay-rent/,,,pay rent (link) via page-source,
Duck River Realty,duck-river,https://www.secondnature.com/property-management/duck-river,2026-03-13,http://duckriverrealty.com/,true,AppFolio,https://www.duckriverrealty.com/tenant-portal,AppFolio,https://www.duckriverrealty.com/owners,resident portal (link) via page-source,
Duerksen & Associates,duerksen-and-associates,https://www.secondnature.com/property-management/duerksen-and-associates,2026-03-13,http://www.duerksenrentals.com/,true,AppFolio,https://www.duerksenrentals.com/tenants,AppFolio,https://www.duerksenrentals.com/owners,resident portal (link) via page-source,
"Duerksen & Associates, Inc. #3",duerksen-associates,https://www.secondnature.com/property-management/duerksen-associates,2026-03-13,https://www.duerksenrentals.com/,true,AppFolio,https://www.duerksenrentals.com/tenants,AppFolio,https://www.duerksenrentals.com/owners,resident portal (link) via page-source,
Real Property Management - Dupage Preferred,dupage,https://www.secondnature.com/property-management/dupage,2026-03-13,http://rpmdupage.com/,true,AppFolio,,,,franchise match — RPM confirmed AppFolio,
Dwelling Network Living,dwelling-network,https://www.secondnature.com/property-management/dwelling-network,2026-03-13,http://dwellingnetworkliving.com/,true,Buildium,https://dwellingnetwork.managebuilding.com/Resident/portal/login,,,resident login (link),
Edgerow Property Management,edgerow,https://www.secondnature.com/property-management/edgerow,2026-03-13,http://edgerowpropertymanagement.com/,true,Rentvine,https://edgerowpropertymanagement.com/tenants/pay-rent/,,,pay rent (link) via page-source,
EdgeStone,edgestone,https://www.secondnature.com/property-management/edgestone,2026-03-13,http://edgestonere.com/,true,Likely: edgestonere.com,https://edgestonere.com/#,,,back to login — unidentified portal,
Edwards Property Management,edwards,https://www.secondnature.com/property-management/edwards,2026-03-13,http://www.edwardspropertymgmt.com/,true,Buildium,https://edwardspropertymanagement.managebuilding.com/Resident/portal/login,,,pay online (link),
Elevated Property Management,elevated,https://www.secondnature.com/property-management/elevated,2026-03-13,http://www.elevatedpmc.com/,true,Rentvine,,,,,
Elite Management Services,elite-management,https://www.secondnature.com/property-management/elite-management,2026-03-13,http://eminentrealty.net/,false,Confirmed None,,,,exhaustive check — no portal found,
Elliott & Eijo,elliot-and-eijo,https://www.secondnature.com/property-management/elliot-and-eijo,2026-03-13,http://mylakelandhome.com/,true,Rentvine,,,,,
Elux Management,elux,https://www.secondnature.com/property-management/elux,2026-03-13,http://www.eluxproperty.com/,true,AppFolio,,,,,
Evolve NV,evolve-nv,https://www.secondnature.com/property-management/evolve-nv,2026-03-13,http://evolvenv.com/,true,Propertyware,https://app.propertyware.com/pw/portals/realtycorner/tenant.action,,,tenant login (link),
new test,example,https://www.secondnature.com/property-management/example,2026-03-13,http://0.0.0.26/,false,Error,,,,site unreachable,
Exceptional Property Management,exceptional,https://www.secondnature.com/property-management/exceptional,2026-03-13,http://www.exceptionalpm.com/,true,AppFolio,,,,,
EXIT Realty Producers,exit-realty-producers,https://www.secondnature.com/property-management/exit-realty-producers,2026-03-13,http://exitrealtyproducers.com/,false,Error,,,,site unreachable,
FIG Property Management,fig,https://www.secondnature.com/property-management/fig,2026-03-13,http://figpminc.com/,true,Likely: figpminc.com,https://figpminc.com/apply-now,,,apply now — unidentified portal,2026-04-15
Fine Homes Property Management,fine-homes,https://www.secondnature.com/property-management/fine-homes,2026-03-13,http://www.finehomesrental.com/,true,AppFolio,https://finehomesrentals.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,,,log into your online portal (link),
First United Realty & Management,first-united,https://www.secondnature.com/property-management/first-united,2026-03-13,http://charlotterealestate1.com/,true,AppFolio,https://charlotterealestate1.com/resident-services-and-resources/,AppFolio,https://charlotterealestate1.com/owner-2/,current residents (link) (content match),
Fischer Asset Management,fischer-asset,https://www.secondnature.com/property-management/fischer-asset,2026-03-13,http://rentfam.com/,true,AppFolio,,,,,
Five Star Property Management- TN,five-star-tn,https://www.secondnature.com/property-management/five-star-tn,2026-03-13,http://fivestarpropertytn.com/,true,AppFolio,https://www.fivestarpropertytn.com/#,,,portal login (link) via page-source,
"Flarent, Inc.",flarent,https://www.secondnature.com/property-management/flarent,2026-03-13,http://www.flarent.com/,true,AppFolio,,,,,
FLORIDA PROPERTY MANAGEMENT SERVICES LLC,florida-pms,https://www.secondnature.com/property-management/florida-pms,2026-03-13,http://www.properties.rent/,true,AppFolio,https://www.properties.rent/tenants,AppFolio,https://www.appfolio.com/help/owner,pay rent online (link) via page-source,
Florida Resale Properties,florida-resale,https://www.secondnature.com/property-management/florida-resale,2026-03-13,http://www.movesouth.com/,true,PayLease/Zego,https://www.paylease.com/,,,make a payment (link),
Florida Suncoast Property Management,florida-suncoast,https://www.secondnature.com/property-management/florida-suncoast,2026-03-13,http://floridasuncoastpropertymanagement.com/,true,Rentvine,,,,,
For Lease Clover,for-lease-clover,https://www.secondnature.com/property-management/for-lease-clover,2026-03-13,http://www.sanantoniopropertymanagementco.com/,true,Rentvine,,,,,
Ford Butler Property Management,ford-butler,https://www.secondnature.com/property-management/ford-butler,2026-03-13,http://fordbutlerpropertymanagement.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Fort Hood Home Rentals,fort-hood,https://www.secondnature.com/property-management/fort-hood,2026-03-13,http://www.forthoodhomerentals.com/,true,Rentvine,,,,,
Fox Group Properties,fox-group-properties,https://www.secondnature.com/property-management/fox-group-properties,2026-03-13,http://www.foxgroupproperties.com/,true,Rentvine,,,,,
Fox Group Properties,foxgroup,https://www.secondnature.com/property-management/foxgroup,2026-03-13,http://www.foxgroupproperties.com/,true,Rentvine,,,,,
Freedom Rental Property Management,freedom-rental,https://www.secondnature.com/property-management/freedom-rental,2026-03-13,http://freedomrentalpropertymanagement.com/,true,AppFolio,https://passport.appf.io/sign_in?idp_type=tportal&vhostless=true,AppFolio,https://freedomrentalpropertymanagement.com/#,pay rent (link) (content match),2026-04-20
Full Scope Home Services,full-scope,https://www.secondnature.com/property-management/full-scope,2026-03-13,http://fullscopehomes.com/,true,Propertyware,https://app.propertyware.com/pw/index.html#/login/tenant/fullscopehomeservicesinc,,,tenant login (link),
Fulton Grace Realty & Property Management,fulton-grace,https://www.secondnature.com/property-management/fulton-grace,2026-03-13,http://www.fultongrace.com/az/,true,PayLease/Zego,https://www.fultongrace.com/rent/pay-online/,,,pay online (link) (content match),2026-05-18
GC Realty & Development,gcrd,https://www.secondnature.com/property-management/gcrd,2026-03-13,http://gcrealtyinc.com/,true,AppFolio,,,,,
General Property Management,general,https://www.secondnature.com/property-management/general,2026-03-13,http://www.generalpropertymanagement.com/,true,Rentvine,,,,,
THE GINSBERG GROUP,ginsberg-group,https://www.secondnature.com/property-management/ginsberg-group,2026-03-13,http://www.theginsberggroup.com/,false,Error,,,,site unreachable,
Glendale Property Management,glendale,https://www.secondnature.com/property-management/glendale,2026-03-13,http://glendalepropertymanagers.com/,true,AppFolio,,,,,
Goldberg Property Management,goldberg,https://www.secondnature.com/property-management/goldberg,2026-03-13,http://goldbergpropertiesre.com/,true,AppFolio,http://goldbergpropertiesre.com/,,,page source scan,
Goldenrod Property Management,goldenrod,https://www.secondnature.com/property-management/goldenrod,2026-03-13,http://goldenrodpm.com/,true,Buildium,https://goldenrodpm.managebuilding.com/Resident/portal/login,,,login (link),
GOAL Properties/Gorelick - Bridge Homes,gorelick-bridge-homes,https://www.secondnature.com/property-management/gorelick-bridge-homes,2026-03-13,http://www.bridgehomes.com/,true,Propertyware,https://www.bridgehomes.com/resident-portal,,,resident portal (link) via page-source,
Greater Orlando Property Management,greaterorlando,https://www.secondnature.com/property-management/greaterorlando,2026-03-13,http://www.gopropertymgmt.com/,true,AppFolio,https://www.gopropertymgmt.com/pay-rent-online,AppFolio,https://www.gopropertymgmt.com/owner-statement,pay rent online (link) via page-source,
Greenbridge Properties,greenbridge,https://www.secondnature.com/property-management/greenbridge,2026-03-13,http://www.green-bridge.com/,true,AppFolio,http://www.green-bridge.com/,,,page source scan,
Grey Falcon Properties,grey-falcon,https://www.secondnature.com/property-management/grey-falcon,2026-03-13,http://gfhousing.com/,true,AppFolio,,,,,
Grey Haven Real Estate,grey-haven,https://www.secondnature.com/property-management/grey-haven,2026-03-13,http://greyhavenrealestate.com/,true,Likely: ca.payprop.com,https://ca.payprop.com/tenant/login,,,tenant portal — unidentified portal,
Group One Real Estate,group-one,https://www.secondnature.com/property-management/group-one,2026-03-13,http://grouponecc.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Grow Properties Management and Investments,grow-pmi,https://www.secondnature.com/property-management/grow-pmi,2026-03-13,http://www.growproperties.com/,true,AppFolio,https://growprop.appfolio.com/connect/users/sign_in,AppFolio,https://growprop.appfolio.com/oportal/users/log_in,tenant portal (link),
GTWO Real Estate Management Company,gtwo-remc,https://www.secondnature.com/property-management/gtwo-remc,2026-03-13,http://gtwoproperties.com/,true,AppFolio,https://www.gtwoproperties.com/tenant/tenant-portal,AppFolio,https://www.gtwoproperties.com/owner-statement,tenant portal (link) via page-source,
Guerin Property Services,guerin,https://www.secondnature.com/property-management/guerin,2026-03-13,http://guerinpropertyservices.com/,true,AppFolio,,,,,
H and K Properties,h-and-k,https://www.secondnature.com/property-management/h-and-k,2026-03-13,http://www.handkproperties.com/,true,AppFolio,http://www.handkproperties.com/,AppFolio,https://www.handkproperties.com/owners,page source scan,
Habitat Real Estate Property Management Solutions,habitat-res,https://www.secondnature.com/property-management/habitat-res,2026-03-13,http://habitatatlanta.com/,false,Error,,,,site unreachable,
Hacienda Bella Realty & Property Management,hacienda-bella,https://www.secondnature.com/property-management/hacienda-bella,2026-03-13,http://www.haciendabellarealty.com/,true,AppFolio,https://www.google.com/url?q=https%3A%2F%2Faccount.appfolio.com%2Frealms%2Ffoliospace%2Fprotocol%2Fopenid-connect%2Fauth%3Fclient_id%3Daccount-picker%26redirect_uri%3Dhttps%253A%252F%252Faccount.appfolio.com%252Frealms%252Ffoliospace%252Fappfolio%252Faccount-picker%252Flogin-redirect%253Fpath%253D%252F%26state%3D0%252F95672fd3-1707-b04a-8632-dc60ea09a056%26response_type%3Dcode%26scope%3Dopenid&sa=D&sntz=1&usg=AOvVaw0itRDZ8vtSuhUWSAmlVGgl,,,tenant portal log in (link),
Harewood Homes,harewood-homes,https://www.secondnature.com/property-management/harewood-homes,2026-03-13,http://harewoodhomes.com/,true,Buildium,https://harewoodhomes.managebuilding.com/Resident/portal/login,,,tenant login (link),
Hatch Property Management and Sales,hatch,https://www.secondnature.com/property-management/hatch,2026-03-13,http://www.hatchpropertymanagement.com/,true,AppFolio,https://hatchpm.appfolio.com/connect/users/sign_in,AppFolio,https://hatchpm.appfolio.com/connect/users/sign_in,tenant portal (link),
Haus Realty,hausrealty,https://www.secondnature.com/property-management/hausrealty,2026-03-13,http://www.hausrentalstn.com/,true,Rentvine,,,,,
"Hawk Mgmt, Inc.",hawk-mgmt,https://www.secondnature.com/property-management/hawk-mgmt,2026-03-13,http://www.hawkmgmt.com/,true,AppFolio,,,,,
Hazel Valley Homes,hazel-valley,https://www.secondnature.com/property-management/hazel-valley,2026-03-13,http://www.hazelvalleyhomes.com/,true,Likely: hazelvalleyhomes.com,https://www.hazelvalleyhomes.com/log-in,,,resident portal — unidentified portal,
